1782242998.272020800	fc:5c:ee:e4:96:78		535741595a452d45585052455353											
1782242999.283488100	fc:5c:ee:e4:96:78		535741595a452d45585052455353											
1782242999.578079400	08:76:71:32:48:a4	swt-sac-2n-a.netequip.depaul.edu		ge-4/0/33	ge-4/0/33		1	1;911	vlan-1;vlan-911					
1782243000.285840700	fc:5c:ee:e4:96:78		535741595a452d45585052455353											
1782243001.270964000	fc:5c:ee:e4:96:78		535741595a452d45585052455353											
1782243001.294849500	08:76:71:32:48:a4	swt-sac-2n-a.netequip.depaul.edu		ge-4/0/33	ge-4/0/33		1	1;911	vlan-1;vlan-911					
1782243002.296907100	08:76:71:32:48:a4	swt-sac-2n-a.netequip.depaul.edu		ge-4/0/33	ge-4/0/33		1	1;911	vlan-1;vlan-911					
1782243003.292267700	08:76:71:32:48:a4	swt-sac-2n-a.netequip.depaul.edu		ge-4/0/33	ge-4/0/33		1	1;911	vlan-1;vlan-911					
1782243006.065643400	08:76:71:32:48:a4	swt-sac-2n-a.netequip.depaul.edu		ge-4/0/33	ge-4/0/33		1	1;911	vlan-1;vlan-911					
